elo_rank,name,player_url,age,elo_rating,hard_elo_rank,hard_elo,clay_elo_rank,clay_elo,grass_elo_rank,grass_elo,peak_elo,peak_month,atp_rank,log_diff,fetch_time,wta_rank,tour
26,Emma Raducanu,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EmmaRaducanu,22.9,1880.8,32,1823.5,27,1784.3,22,1731.3,1998.0,2021-08,,-0.11,2025-11-10T15:01:35.231187,29.0,WTA
27,Clara Tauson,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ClaraTauson,22.8,1875.7,30,1827.9,35,1766.4,37,1704.9,1949.0,2025-07,,0.81,2025-11-10T15:01:35.231332,12.0,WTA
28,Victoria Azarenka,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VictoriaAzarenka,36.0,1875.3,25,1839.1,32,1769.2,29,1719.9,2312.3,2013-03,,-1.57,2025-11-10T15:01:35.231481,135.0,WTA
29,Mccartney Kessler,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MccartneyKessler,26.2,1872.1,26,1836.1,111,1629.8,19,1748.4,1933.3,2025-03,,-0.07,2025-11-10T15:01:35.231638,31.0,WTA
30,Liudmila Samsonova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LiudmilaSamsonova,26.9,1871.8,36,1801.6,26,1792.2,10,1780.5,1984.3,2023-10,,0.57,2025-11-10T15:01:35.231785,17.0,WTA
31,Katerina Siniakova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KaterinaSiniakova,29.4,1871.6,29,1829.1,57,1728.3,20,1747.3,1950.5,2017-01,,-0.46,2025-11-10T15:01:35.231929,49.0,WTA
32,Emma Navarro,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EmmaNavarro,24.3,1870.3,33,1817.6,29,1777.7,15,1768.3,2002.7,2024-08,,0.76,2025-11-10T15:01:35.232072,15.0,WTA
33,Eva Lys,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EvaLys,23.7,1868.3,28,1830.1,44,1747.1,61,1655.7,1896.2,2025-10,,-0.19,2025-11-10T15:01:35.232225,40.0,WTA
34,Anastasia Potapova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiaPotapova,24.4,1856.7,37,1800.8,21,1804.0,52,1675.1,1920.5,2023-06,,-0.41,2025-11-10T15:01:35.232370,51.0,WTA
35,Sorana Cirstea,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SoranaCirstea,35.5,1856.0,27,1834.3,51,1737.8,74,1633.2,1928.2,2009-08,,-0.23,2025-11-10T15:01:35.232517,44.0,WTA
36,Diana Shnaider,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DianaShnaider,21.5,1852.3,35,1802.0,22,1800.8,28,1720.0,1976.1,2024-08,,0.54,2025-11-10T15:01:35.232663,21.0,WTA
37,Marie Bouzkova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MarieBouzkova,27.2,1850.8,34,1808.7,33,1766.7,54,1673.4,1958.3,2022-10,,-0.15,2025-11-10T15:01:35.232807,43.0,WTA
38,Danielle Collins,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DanielleCollins,31.6,1844.4,47,1772.3,16,1808.7,47,1680.3,2061.1,2024-05,,-0.52,2025-11-10T15:01:35.232953,64.0,WTA
39,Anastasia Pavlyuchenkova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiaPavlyuchenkova,34.1,1840.1,38,1799.2,46,1743.7,33,1711.4,2058.1,2011-05,,-0.19,2025-11-10T15:01:35.233097,47.0,WTA
40,Veronika Kudermetova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VeronikaKudermetova,28.4,1836.4,40,1785.9,36,1764.7,35,1709.5,1981.1,2023-05,,0.29,2025-11-10T15:01:35.233248,30.0,WTA
41,Maya Joint,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MayaJoint,19.5,1835.6,43,1777.1,34,1766.5,34,1711.4,1889.3,2025-09,,0.25,2025-11-10T15:01:35.233393,32.0,WTA
42,Dayana Yastremska,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DayanaYastremska,25.4,1831.8,50,1762.1,39,1758.0,36,1708.4,1978.4,2019-02,,0.44,2025-11-10T15:01:35.233539,27.0,WTA
43,Taylor Townsend,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TaylorTownsend,29.4,1825.2,39,1794.6,63,1718.7,79,1622.0,1849.6,2025-08,,-1.02,2025-11-10T15:01:35.233704,119.0,WTA
44,Olga Danilovic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=OlgaDanilovic,24.7,1821.9,64,1733.5,25,1797.5,70,1641.3,1883.7,2025-05,,-0.44,2025-11-10T15:01:35.233881,68.0,WTA
45,Ons Jabeur,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=OnsJabeur,30.8,1817.9,41,1781.0,45,1744.9,43,1692.0,2110.5,2022-06,,-0.56,2025-11-10T15:01:35.234026,79.0,WTA
46,Daria Kasatkina,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DariaKasatkina,28.3,1815.8,46,1774.0,31,1774.2,31,1713.9,2036.5,2018-03,,0.22,2025-11-10T15:01:35.234170,37.0,WTA
47,Ann Li,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnnLi,25.3,1814.5,48,1766.2,59,1724.2,107,1576.8,1894.4,2021-03,,0.21,2025-11-10T15:01:35.234317,38.0,WTA
48,Maria Sakkari,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MariaSakkari,30.2,1814.4,44,1776.2,30,1777.1,62,1655.6,2067.5,2022-03,,-0.08,2025-11-10T15:01:35.234581,52.0,WTA
49,Jelena Ostapenko,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JelenaOstapenko,28.3,1814.4,52,1754.4,23,1799.0,21,1746.6,2029.5,2017-10,,0.76,2025-11-10T15:01:35.234928,23.0,WTA
50,Lois Boisson,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LoisBoisson,22.3,1811.3,136,1609.9,19,1806.9,115,1557.6,1855.3,2025-07,,0.33,2025-11-10T15:01:35.235199,36.0,WTA
51,Paula Badosa,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PaulaBadosa,27.8,1810.3,45,1775.3,61,1721.4,63,1655.1,2078.1,2022-01,,0.71,2025-11-10T15:01:35.235431,25.0,WTA
52,Sonay Kartal,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SonayKartal,23.9,1810.0,49,1762.9,149,1570.3,39,1699.6,1828.1,2024-10,,-0.31,2025-11-10T15:01:35.235653,71.0,WTA
53,Lulu Sun,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LuluSun,24.5,1808.1,42,1779.4,125,1606.0,60,1656.1,1831.6,2024-08,,-0.51,2025-11-10T15:01:35.235992,88.0,WTA
54,Sofia Kenin,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SofiaKenin,26.9,1802.7,54,1750.2,43,1748.1,66,1645.7,2057.0,2020-02,,0.66,2025-11-10T15:01:35.236370,28.0,WTA
55,Jessica Bouzas Maneiro,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JessicaBouzasManeiro,23.0,1802.3,60,1737.4,52,1737.5,53,1674.2,1857.3,2025-08,,0.27,2025-11-10T15:01:35.236966,42.0,WTA
56,Iva Jovic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IvaJovic,17.9,1800.3,62,1736.0,85,1682.8,32,1713.8,1867.9,2025-09,,0.47,2025-11-10T15:01:35.237359,35.0,WTA
57,Jaqueline Cristian,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JaquelineCristian,27.3,1798.8,53,1754.1,47,1741.6,181,1482.3,1816.5,2025-05,,0.38,2025-11-10T15:01:35.237622,39.0,WTA
58,Viktorija Golubic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ViktorijaGolubic,33.0,1788.3,51,1755.1,116,1619.9,67,1644.6,1836.2,2021-07,,-0.17,2025-11-10T15:01:35.237786,69.0,WTA
59,Laura Siegemund,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LauraSiegemund,37.5,1788.1,58,1742.5,86,1681.1,51,1675.5,1917.6,2016-08,,0.25,2025-11-10T15:01:35.238038,46.0,WTA
60,Caty Mcnally,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CatyMcnally,23.9,1787.2,68,1726.5,66,1711.1,42,1692.9,1805.5,2019-07,,-0.3,2025-11-10T15:01:35.238191,81.0,WTA
61,Katie Boulter,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KatieBoulter,29.2,1786.7,59,1741.6,71,1698.2,30,1719.2,1894.3,2024-03,,-0.49,2025-11-10T15:01:35.238423,100.0,WTA
62,Varvara Gracheva,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VarvaraGracheva,25.2,1783.8,63,1733.7,81,1688.3,75,1628.2,1819.8,2019-10,,-0.25,2025-11-10T15:01:35.238684,80.0,WTA
63,Caroline Garcia,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CarolineGarcia,31.8,1781.5,55,1745.2,50,1739.0,38,1704.1,2044.8,2017-10,,-1.59,2025-11-10T15:01:35.238899,310.0,WTA
64,Donna Vekic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DonnaVekic,29.3,1781.0,65,1732.2,56,1728.4,45,1689.0,1947.0,2019-08,,-0.12,2025-11-10T15:01:35.239233,72.0,WTA
65,Yulia Putintseva,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YuliaPutintseva,30.8,1780.9,61,1736.3,49,1739.5,65,1647.7,1933.4,2025-01,,-0.12,2025-11-10T15:01:35.239499,73.0,WTA
66,Magda Linette,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MagdaLinette,33.6,1779.8,66,1728.8,48,1740.1,83,1616.2,1866.6,2023-02,,0.18,2025-11-10T15:01:35.239768,55.0,WTA
67,Sara Bejlek,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SaraBejlek,19.7,1777.0,107,1655.6,37,1761.0,162,1499.0,1815.5,2025-07,,-0.13,2025-11-10T15:01:35.240146,76.0,WTA
68,Irina Camelia Begu,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=IrinaCameliaBegu,34.8,1774.7,85,1688.9,41,1756.1,84,1612.4,1931.2,2016-05,,-0.77,2025-11-10T15:01:35.240434,147.0,WTA
69,Beatriz Haddad Maia,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=BeatrizHaddadMaia,29.2,1774.0,70,1715.9,53,1736.0,46,1680.4,1945.0,2022-08,,0.17,2025-11-10T15:01:35.240729,58.0,WTA
70,Ella Seidel,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EllaSeidel,20.6,1772.6,57,1742.9,105,1636.3,86,1608.3,1809.9,2025-10,,-0.19,2025-11-10T15:01:35.240894,85.0,WTA
71,Xin Yu Wang,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=XinYuWang,24.0,1770.2,80,1704.2,94,1655.8,27,1720.1,1853.9,2025-08,,0.22,2025-11-10T15:01:35.241039,57.0,WTA
72,Magdalena Frech,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MagdalenaFrech,27.8,1768.4,69,1725.8,72,1696.0,96,1589.0,1846.4,2024-10,,0.2,2025-11-10T15:01:35.241183,59.0,WTA
73,Shuai Zhang,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ShuaiZhang,36.7,1767.5,56,1743.0,119,1615.8,64,1653.0,1873.3,2018-01,,-0.33,2025-11-10T15:01:35.241329,102.0,WTA
74,Ajla Tomljanovic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AjlaTomljanovic,32.4,1765.1,72,1713.1,75,1693.4,48,1680.0,1907.7,2022-08,,-0.11,2025-11-10T15:01:35.241475,83.0,WTA
75,Peyton Stearns,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PeytonStearns,23.9,1762.4,82,1695.6,38,1760.7,135,1533.2,1925.1,2025-05,,0.17,2025-11-10T15:01:35.241618,63.0,WTA
76,Oksana Selekhmeteva,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=OksanaSelekhmeteva,22.7,1761.9,79,1704.2,65,1713.7,111,1566.5,1765.5,2025-09,,-0.24,2025-11-10T15:01:35.241848,97.0,WTA
77,Anastasija Sevastova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasijaSevastova,35.5,1760.8,73,1712.5,64,1716.2,71,1640.7,1998.3,2018-10,,-0.99,2025-11-10T15:01:35.242007,208.0,WTA
78,Antonia Ruzic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AntoniaRuzic,22.7,1758.1,67,1727.4,114,1624.7,98,1588.0,1789.8,2025-10,,0.04,2025-11-10T15:01:35.242154,75.0,WTA
79,Rebecca Sramkova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RebeccaSramkova,29.0,1757.9,76,1709.4,92,1658.0,87,1603.7,1821.7,2024-11,,0.07,2025-11-10T15:01:35.242299,74.0,WTA
80,Elisabetta Cocciaretto,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElisabettaCocciaretto,24.7,1755.5,87,1687.8,67,1709.1,56,1669.9,1853.5,2023-07,,-0.05,2025-11-10T15:01:35.242442,84.0,WTA
81,Kaja Juvan,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KajaJuvan,24.9,1752.5,93,1680.6,60,1722.6,44,1691.9,1825.6,2022-05,,-0.19,2025-11-10T15:01:35.242588,98.0,WTA
82,Elena Gabriela Ruse,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElenaGabrielaRuse,27.9,1750.4,86,1688.8,74,1694.3,57,1668.4,1845.7,2022-02,,-0.19,2025-11-10T15:01:35.242734,99.0,WTA
83,Bianca Andreescu,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=BiancaAndreescu,25.3,1746.0,74,1711.3,88,1675.7,77,1624.6,2157.5,2019-09,,-1.01,2025-11-10T15:01:35.242882,227.0,WTA
84,Anna Blinkova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnnaBlinkova,27.1,1745.0,77,1708.4,103,1640.8,81,1621.1,1830.2,2019-10,,0.3,2025-11-10T15:01:35.243026,62.0,WTA
85,Alexandra Eala,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlexandraEala,20.4,1743.7,84,1690.3,171,1537.7,55,1672.8,1804.2,2025-09,,0.53,2025-11-10T15:01:35.243176,50.0,WTA
86,Camila Osorio,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CamilaOsorio,23.8,1743.3,83,1691.7,68,1706.5,90,1595.8,1852.0,2023-06,,0.05,2025-11-10T15:01:35.243345,82.0,WTA
87,Renata Zarazua,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RenataZarazua,28.0,1742.6,71,1715.8,100,1645.2,92,1591.2,1761.2,2025-01,,0.22,2025-11-10T15:01:35.243494,70.0,WTA
88,Oleksandra Oliynykova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=OleksandraOliynykova,24.8,1742.3,273,1429.7,58,1725.6,137,1530.4,1742.3,2025-11,,-0.21,2025-11-10T15:01:35.243639,109.0,WTA
89,Ashlyn Krueger,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AshlynKrueger,21.4,1740.7,75,1710.8,93,1656.5,94,1590.8,1896.7,2025-02,,0.68,2025-11-10T15:01:35.243781,45.0,WTA
90,Katie Volynets,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KatieVolynets,23.8,1739.1,78,1708.1,84,1683.1,108,1575.1,1828.5,2024-06,,0.01,2025-11-10T15:01:35.244109,89.0,WTA
91,Greet Minnen,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=GreetMinnen,28.1,1739.0,90,1685.0,123,1609.2,50,1676.4,1795.8,2020-02,,-0.29,2025-11-10T15:01:35.244435,122.0,WTA
92,Hailey Baptiste,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=HaileyBaptiste,23.9,1734.8,99,1671.5,80,1689.1,106,1577.1,1800.9,2025-06,,0.41,2025-11-10T15:01:35.244797,61.0,WTA
93,Francesca Jones,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=FrancescaJones,25.1,1732.8,117,1638.8,54,1734.6,146,1516.6,1798.6,2025-09,,0.19,2025-11-10T15:01:35.245044,77.0,WTA
94,Cristina Bucsa,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CristinaBucsa,27.8,1731.6,81,1699.8,129,1595.8,88,1598.6,1737.0,2025-10,,0.55,2025-11-10T15:01:35.245364,54.0,WTA
95,Elsa Jacquemot,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElsaJacquemot,22.3,1728.4,100,1669.4,101,1644.3,78,1623.0,1766.8,2025-09,,0.46,2025-11-10T15:01:35.245679,60.0,WTA
96,Rebeka Masarova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RebekaMasarova,26.1,1728.2,103,1660.4,76,1693.2,80,1621.5,1817.5,2023-04,,-0.21,2025-11-10T15:01:35.245843,118.0,WTA
97,Aliaksandra Sasnovich,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AliaksandraSasnovich,31.6,1727.9,94,1675.6,90,1662.4,73,1635.9,1944.3,2019-01,,-0.13,2025-11-10T15:01:35.246222,111.0,WTA
98,Dalma Galfi,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DalmaGalfi,27.2,1727.1,118,1637.9,79,1689.4,69,1642.2,1748.0,2025-10,,0.02,2025-11-10T15:01:35.246380,96.0,WTA
99,Simona Waltert,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SimonaWaltert,24.8,1723.5,115,1644.4,69,1704.4,153,1507.5,1744.4,2025-10,,0.14,2025-11-10T15:01:35.246531,86.0,WTA
100,Lilli Tagger,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LilliTagger,17.6,1722.8,139,1607.1,113,1625.0,129,1536.4,1757.5,2025-10,,-0.43,2025-11-10T15:01:35.246814,153.0,WTA
101,Anna Bondar,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnnaBondar,28.4,1717.3,112,1647.9,62,1721.4,172,1489.3,1786.6,2022-05,,0.26,2025-11-10T15:01:35.246991,78.0,WTA
102,Polina Iatcenko,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PolinaIatcenko,21.8,1716.7,88,1686.7,217,1473.4,134,1533.4,1750.9,2025-10,,-0.47,2025-11-10T15:01:35.247141,164.0,WTA
103,Anhelina Kalinina,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnhelinaKalinina,28.3,1715.7,95,1674.8,82,1687.7,93,1591.1,1890.8,2022-06,,-0.42,2025-11-10T15:01:35.247552,157.0,WTA
104,Darja Semenistaja,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DarjaSemenistaja,23.0,1715.1,116,1639.8,87,1676.0,103,1578.3,1736.4,2025-10,,0.1,2025-11-10T15:01:35.247842,94.0,WTA
105,Kimberly Birrell,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KimberlyBirrell,27.4,1712.8,89,1685.9,196,1507.5,91,1591.9,1804.5,2025-03,,0.1,2025-11-10T15:01:35.248002,95.0,WTA
106,Yafan Wang,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YafanWang,31.4,1703.6,97,1673.0,169,1538.6,124,1539.9,1853.2,2019-03,,-0.96,2025-11-10T15:01:35.248412,278.0,WTA
107,Maja Chwalinska,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MajaChwalinska,23.9,1701.4,132,1616.3,78,1692.1,133,1534.1,1717.6,2024-07,,-0.22,2025-11-10T15:01:35.248631,133.0,WTA
108,Priscilla Hon,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PriscillaHon,27.4,1700.6,96,1673.6,157,1550.3,120,1544.2,1722.2,2025-09,,0.04,2025-11-10T15:01:35.248811,104.0,WTA
109,Solana Sierra,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SolanaSierra,21.3,1693.4,140,1603.7,91,1658.2,105,1577.4,1727.7,2025-10,,0.5,2025-11-10T15:01:35.248987,66.0,WTA
110,Elina Avanesyan,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ElinaAvanesyan,23.1,1692.8,91,1683.4,108,1634.3,99,1587.3,1835.3,2024-08,,-0.09,2025-11-10T15:01:35.249168,120.0,WTA
111,Alina Korneeva,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AlinaKorneeva,18.3,1692.8,98,1672.9,229,1461.7,156,1506.4,1802.5,2024-10,,-0.66,2025-11-10T15:01:35.249495,215.0,WTA
112,Julia Grabher,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=JuliaGrabher,29.3,1692.2,203,1518.8,83,1685.3,220,1443.7,1692.2,2025-10,,0.2,2025-11-10T15:01:35.249805,92.0,WTA
113,Caroline Dolehide,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=CarolineDolehide,27.1,1690.4,110,1648.6,107,1635.6,167,1494.2,1757.6,2025-07,,0.01,2025-11-10T15:01:35.249988,112.0,WTA
114,Xiyu Wang,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=XiyuWang,24.5,1690.1,101,1661.7,110,1630.1,123,1542.1,1803.0,2024-02,,-0.42,2025-11-10T15:01:35.250170,174.0,WTA
115,Robin Montgomery,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=RobinMontgomery,20.8,1690.1,126,1625.1,124,1607.8,68,1642.6,1779.9,2024-07,,-0.57,2025-11-10T15:01:35.250397,203.0,WTA
116,Sara Sorribes Tormo,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SaraSorribesTormo,28.5,1687.7,109,1648.7,97,1649.7,118,1548.9,1900.8,2021-08,,-1.04,2025-11-10T15:01:35.250678,328.0,WTA
117,Marina Stakusic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MarinaStakusic,20.9,1687.2,105,1656.7,159,1549.1,101,1583.2,1794.3,2024-02,,-0.11,2025-11-10T15:01:35.250993,131.0,WTA
118,Aoi Ito,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AoiIto,21.2,1687.0,92,1682.8,314,1374.2,191,1467.6,1786.2,2024-12,,0.03,2025-11-10T15:01:35.251181,115.0,WTA
119,Yue Yuan,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=YueYuan,27.0,1684.3,108,1651.4,132,1592.3,128,1536.5,1869.7,2024-04,,-0.08,2025-11-10T15:01:35.251354,129.0,WTA
120,Kamilla Rakhimova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=KamillaRakhimova,24.1,1683.1,133,1615.8,115,1621.5,85,1610.1,1753.6,2025-08,,0.09,2025-11-10T15:01:35.251798,110.0,WTA
121,Viktoriya Tomova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ViktoriyaTomova,30.6,1681.8,119,1635.4,117,1618.9,112,1565.2,1752.1,2024-06,,-0.1,2025-11-10T15:01:35.252106,134.0,WTA
122,Lin Zhu,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LinZhu,31.7,1678.6,106,1655.7,231,1457.4,127,1537.6,1808.9,2023-09,,-0.31,2025-11-10T15:01:35.252331,166.0,WTA
123,Zeynep Sonmez,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ZeynepSonmez,23.4,1678.6,113,1647.4,139,1585.6,95,1589.2,1769.8,2024-12,,0.08,2025-11-10T15:01:35.252559,113.0,WTA
124,Linda Klimovicova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LindaKlimovicova,21.3,1677.7,111,1648.4,211,1486.4,168,1491.7,1715.1,2025-10,,-0.16,2025-11-10T15:01:35.252794,146.0,WTA
125,Claire Liu,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=ClaireLiu,25.4,1675.5,104,1656.8,140,1583.3,136,1530.8,1814.6,2022-05,,-0.51,2025-11-10T15:01:35.252999,209.0,WTA
126,Suzan Lamens,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SuzanLamens,26.3,1673.4,124,1628.0,144,1578.7,130,1535.8,1795.2,2025-04,,0.37,2025-11-10T15:01:35.253176,87.0,WTA
127,Petra Martic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=PetraMartic,34.5,1672.7,120,1632.5,109,1633.8,82,1617.9,1979.2,2019-09,,-0.51,2025-11-10T15:01:35.253353,211.0,WTA
128,Veronika Erjavec,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=VeronikaErjavec,25.8,1672.2,172,1553.5,98,1649.4,102,1580.3,1722.2,2025-09,,0.12,2025-11-10T15:01:35.253528,114.0,WTA
129,Emerson Jones,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=EmersonJones,17.2,1666.9,123,1629.9,234,1448.5,113,1564.1,1693.1,2025-09,,-0.38,2025-11-10T15:01:35.253713,189.0,WTA
130,Moyuka Uchijima,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MoyukaUchijima,24.2,1665.3,127,1623.1,112,1628.7,190,1469.1,1822.8,2025-04,,0.36,2025-11-10T15:01:35.253900,91.0,WTA
131,Bernarda Pera,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=BernardaPera,30.8,1664.1,128,1622.0,99,1645.8,117,1550.2,1843.1,2022-08,,-0.19,2025-11-10T15:01:35.254076,159.0,WTA
132,Anastasia Zakharova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnastasiaZakharova,23.7,1663.9,122,1630.0,180,1526.2,89,1596.9,1706.7,2024-10,,0.27,2025-11-10T15:01:35.254252,101.0,WTA
133,Ana Bogdan,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=AnaBogdan,32.6,1662.3,114,1645.3,120,1613.4,100,1583.8,1826.3,2023-07,,-1.2,2025-11-10T15:01:35.254427,442.0,WTA
134,Teodora Kostovic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=TeodoraKostovic,18.2,1658.7,191,1527.9,95,1654.0,158,1504.3,1685.9,2025-10,,-0.35,2025-11-10T15:01:35.254603,190.0,WTA
135,Lola Radivojevic,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=LolaRadivojevic,20.7,1658.6,207,1512.3,96,1651.6,114,1558.6,1674.4,2025-10,,-0.07,2025-11-10T15:01:35.254777,145.0,WTA
136,Mia Pohankova,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MiaPohankova,17.0,1656.3,121,1632.0,240,1443.2,169,1491.6,1685.9,2024-11,,-1.22,2025-11-10T15:01:35.254951,462.0,WTA
137,Diane Parry,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=DianeParry,23.1,1655.9,150,1586.8,126,1604.7,76,1625.7,1763.9,2024-03,,0.08,2025-11-10T15:01:35.255125,127.0,WTA
138,Sinja Kraus,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=SinjaKraus,23.4,1655.2,171,1555.5,106,1635.9,142,1521.0,1711.3,2025-03,,0.27,2025-11-10T15:01:35.255300,105.0,WTA
139,Mayar Sherif,https://www.tennisabstract.com/cgi-bin/wplayer.cgi?p=MayarSherif,29.4,1655.2,204,1515.4,102,1643.0,180,1482.8,1863.6,2023-06,,0.4,2025-11-10T15:01:35.255479,93.0,WTA
